Username,Activity,Calories_Burned,Timestamp
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:42.286364
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:43.932634
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:45.546249
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:47.216037
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:48.912067
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:57.248254
user,我今天从家到学校慢走了20min,81.67,2024-12-13 22:51:58.985919
